,Order ID,Order Date,Segment,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Price,Profit Ratio,month
4465,CA-2019-138520,2019-04-08,0,10035.0,FUR-BO-10002268,1,11,Sauder Barrister Bookcases,389.0,6,20.0,-5.0,64.83,-1.29,4
4466,CA-2019-138520,2019-04-08,0,10035.0,OFF-EN-10001137,0,10,"#10 Gummed Flap White Envelopes, 100/Box",8.0,2,0.0,4.0,4.0,50.0,4
4467,CA-2019-130477,2019-04-08,0,90032.0,OFF-PA-10000019,0,0,Xerox 1931,13.0,2,0.0,6.0,6.5,46.15,4
4468,CA-2019-130477,2019-04-08,0,90032.0,OFF-PA-10002947,0,0,Xerox 1923,20.0,3,0.0,10.0,6.67,50.0,4
4469,CA-2019-130477,2019-04-08,0,90032.0,OFF-ST-10002583,0,2,Fellowes Neat Ideas Storage Cubes,65.0,2,0.0,3.0,32.5,4.62,4
4470,CA-2019-134789,2019-04-08,1,71901.0,OFF-PA-10001934,0,0,Xerox 1993,26.0,4,0.0,13.0,6.5,50.0,4
4471,CA-2019-124233,2019-04-08,0,90032.0,FUR-FU-10002597,1,8,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",25.0,5,0.0,10.0,5.0,40.0,4
4472,CA-2019-134789,2019-04-08,1,71901.0,FUR-FU-10003268,1,8,Eldon Radial Chair Mat for Low to Medium Pile Carpets,160.0,4,0.0,32.0,40.0,20.0,4
4473,CA-2019-104969,2019-04-08,1,45373.0,OFF-BI-10004224,0,3,Catalog Binders with Expanding Posts,121.0,6,70.0,-101.0,20.17,-83.47,4
4474,US-2019-106600,2019-04-08,0,31907.0,FUR-BO-10001608,1,11,"Hon Metal Bookcases, Black",355.0,5,0.0,89.0,71.0,25.07,4
4475,CA-2019-150000,2019-04-08,0,30080.0,OFF-EN-10002973,0,10,Ampad #10 Peel & Seel Holiday Envelopes,18.0,4,0.0,9.0,4.5,50.0,4
4476,CA-2019-104969,2019-04-08,1,45373.0,OFF-EN-10002312,0,10,#10 Self-Seal White Envelopes,9.0,1,20.0,3.0,9.0,33.33,4
4477,CA-2019-134789,2019-04-08,1,71901.0,OFF-FA-10002280,0,7,Advantus Plastic Paper Clips,30.0,6,0.0,14.0,5.0,46.67,4
4478,CA-2019-138520,2019-04-08,0,10035.0,OFF-PA-10002713,0,0,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.0,5,0.0,16.0,6.8,47.06,4
4479,CA-2019-138520,2019-04-08,0,10035.0,OFF-AR-10002399,0,4,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.0,4,0.0,7.0,4.25,41.18,4
4480,CA-2019-130946,2019-04-08,0,77041.0,OFF-BI-10004995,0,3,GBC DocuBind P400 Electric Binding System,1089.0,4,80.0,-1851.0,272.25,-169.97,4
4481,CA-2019-130946,2019-04-08,0,77041.0,FUR-CH-10004540,1,5,Global Chrome Stack Chair,96.0,4,30.0,-4.0,24.0,-4.17,4
4482,CA-2019-130946,2019-04-08,0,77041.0,TEC-AC-10001990,2,9,Kensington Orbit Wireless Mobile Trackball for PC and Mac,432.0,9,20.0,65.0,48.0,15.05,4
4483,CA-2019-128517,2019-04-09,1,48227.0,OFF-BI-10000831,0,3,Storex Flexible Poly Binders with Double Pockets,5.0,2,0.0,2.0,2.5,40.0,4
4484,CA-2019-117681,2019-04-09,0,90004.0,FUR-BO-10001798,1,11,Bush Somerset Collection Bookcase,557.0,5,15.0,7.0,111.4,1.26,4
4485,CA-2019-128517,2019-04-09,1,48227.0,TEC-PH-10002555,2,6,Nortel Meridian M5316 Digital phone,518.0,2,0.0,135.0,259.0,26.06,4
4486,CA-2019-126809,2019-04-09,2,98103.0,OFF-BI-10003712,0,3,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.0,9,20.0,13.0,3.89,37.14,4
4487,CA-2019-123358,2019-04-10,0,94122.0,OFF-BI-10000069,0,3,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.0,4,20.0,16.0,12.0,33.33,4
4488,US-2019-114622,2019-04-10,2,45503.0,OFF-BI-10004716,0,3,Wilson Jones Hanging Recycled Pressboard Data Binders,9.0,2,70.0,-7.0,4.5,-77.78,4
4489,CA-2019-123358,2019-04-10,0,94122.0,OFF-ST-10001932,0,2,Fellowes Staxonsteel Drawer Files,580.0,3,0.0,81.0,193.33,13.97,4
4490,CA-2019-123358,2019-04-10,0,94122.0,OFF-AP-10004980,0,12,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,114.0,3,0.0,44.0,38.0,38.6,4
4491,CA-2019-109652,2019-04-10,2,60653.0,OFF-AR-10000034,0,4,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",14.0,4,20.0,3.0,3.5,21.43,4
4492,CA-2019-124814,2019-04-10,2,93309.0,OFF-PA-10002787,0,0,Xerox 227,13.0,2,0.0,6.0,6.5,46.15,4
4493,CA-2019-124814,2019-04-10,2,93309.0,OFF-BI-10000174,0,3,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.0,5,20.0,8.0,4.6,34.78,4
4494,CA-2019-123358,2019-04-10,0,94122.0,OFF-ST-10000636,0,2,Rogers Profile Extra Capacity Storage Tub,151.0,9,0.0,6.0,16.78,3.97,4
4495,CA-2019-124254,2019-04-12,2,27893.0,OFF-ST-10001469,0,2,Fellowes Bankers Box Recycled Super Stor/Drawer,130.0,3,20.0,-23.0,43.33,-17.69,4
4496,CA-2019-112102,2019-04-12,0,22153.0,OFF-EN-10002500,0,10,Globe Weis Peel & Seel First Class Envelopes,64.0,5,0.0,29.0,12.8,45.31,4
4497,CA-2019-112102,2019-04-12,0,22153.0,FUR-TA-10004086,1,13,KI Adjustable-Height Table,344.0,4,0.0,76.0,86.0,22.09,4
4498,CA-2019-163594,2019-04-12,0,90036.0,FUR-CH-10000225,1,5,"Global Geo Office Task Chair, Gray",194.0,3,20.0,-36.0,64.67,-18.56,4
4499,CA-2019-112102,2019-04-12,0,22153.0,OFF-PA-10000100,0,0,Xerox 1945,41.0,1,0.0,20.0,41.0,48.78,4
4500,CA-2019-142398,2019-04-12,0,90036.0,OFF-BI-10004826,0,3,JM Magazine Binder,13.0,1,20.0,5.0,13.0,38.46,4
4501,CA-2019-163594,2019-04-12,0,90036.0,OFF-PA-10000809,0,0,Xerox 206,19.0,3,0.0,9.0,6.33,47.37,4
4502,CA-2019-163594,2019-04-12,0,90036.0,OFF-BI-10003707,0,3,Aluminum Screw Posts,37.0,3,20.0,14.0,12.33,37.84,4
4503,CA-2019-124254,2019-04-12,2,27893.0,OFF-PA-10000807,0,0,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.0,3,20.0,3.0,3.33,30.0,4
4504,CA-2019-142398,2019-04-12,0,90036.0,FUR-CH-10001545,1,5,Hon Comfortask Task/Swivel Chairs,638.0,7,20.0,-32.0,91.14,-5.02,4
4505,CA-2019-124254,2019-04-12,2,27893.0,OFF-ST-10000060,0,2,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,52.0,1,20.0,-5.0,52.0,-9.62,4
4506,CA-2019-152800,2019-04-13,0,94109.0,OFF-EN-10001509,0,10,Poly String Tie Envelopes,6.0,3,0.0,3.0,2.0,50.0,4
4507,CA-2019-164735,2019-04-14,0,22304.0,OFF-ST-10001558,0,2,Acco Perma 4000 Stacking Storage Drawers,81.0,5,0.0,12.0,16.2,14.81,4
4508,CA-2019-112669,2019-04-14,0,85301.0,FUR-CH-10004086,1,5,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,934.0,4,20.0,105.0,233.5,11.24,4
4509,CA-2019-112669,2019-04-14,0,85301.0,OFF-ST-10001228,0,2,"Fellowes Personal Hanging Folder Files, Navy",43.0,4,20.0,4.0,10.75,9.3,4
4510,CA-2019-166625,2019-04-14,0,21215.0,OFF-BI-10002414,0,3,GBC ProClick Spines for 32-Hole Punch,25.0,2,0.0,12.0,12.5,48.0,4
4511,CA-2019-148796,2019-04-14,0,90004.0,FUR-CH-10004886,1,5,Bevis Steel Folding Chairs,384.0,5,20.0,38.0,76.8,9.9,4
4512,US-2019-132423,2019-04-15,2,76051.0,OFF-FA-10002988,0,7,Ideal Clamps,8.0,5,20.0,3.0,1.6,37.5,4
4513,CA-2019-117849,2019-04-15,1,92105.0,OFF-PA-10004327,0,0,Xerox 1911,144.0,3,0.0,69.0,48.0,47.92,4
4514,CA-2019-136406,2019-04-15,0,94110.0,FUR-CH-10002024,1,5,HON 5400 Series Task Chairs for Big and Tall,1122.0,2,20.0,0.0,561.0,0.0,4
4515,US-2019-123750,2019-04-15,1,28052.0,OFF-ST-10000617,0,2,Woodgrain Magazine Files by Perma,5.0,2,20.0,-1.0,2.5,-20.0,4
4516,US-2019-123750,2019-04-15,1,28052.0,TEC-AC-10004659,2,9,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,409.0,7,20.0,77.0,58.43,18.83,4
4517,US-2019-132423,2019-04-15,2,76051.0,OFF-AR-10001221,0,4,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.0,7,20.0,6.0,4.71,18.18,4
4518,US-2019-123750,2019-04-15,1,28052.0,OFF-BI-10004584,0,3,GBC ProClick 150 Presentation Binding System,190.0,2,70.0,-145.0,95.0,-76.32,4
4519,US-2019-164588,2019-04-16,0,31907.0,OFF-AR-10003056,0,4,Newell 341,13.0,3,0.0,4.0,4.33,30.77,4
4520,US-2019-107440,2019-04-16,2,8701.0,TEC-MA-10001047,2,15,"3D Systems Cube Printer, 2nd Generation, Magenta",9100.0,7,0.0,2366.0,1300.0,26.0,4
4521,US-2019-107440,2019-04-16,2,8701.0,FUR-FU-10000550,1,8,Stacking Trays by OIC,10.0,2,0.0,3.0,5.0,30.0,4
4522,US-2019-107440,2019-04-16,2,8701.0,OFF-BI-10002432,0,3,Wilson Jones Standard D-Ring Binders,25.0,5,0.0,12.0,5.0,48.0,4
4523,CA-2019-166282,2019-04-16,0,37211.0,OFF-PA-10003022,0,0,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.0,7,20.0,40.0,17.57,32.52,4
4524,CA-2019-105473,2019-04-16,0,98115.0,OFF-SU-10003567,0,14,Stiletto Hand Letter Openers,29.0,3,0.0,1.0,9.67,3.45,4
4525,CA-2019-166282,2019-04-16,0,37211.0,TEC-AC-10004209,2,9,Memorex Froggy Flash Drive 4 GB,35.0,4,20.0,8.0,8.75,22.86,4
4526,US-2019-133508,2019-04-17,1,68104.0,OFF-FA-10000134,0,7,"Advantus Push Pins, Aluminum Head",29.0,5,0.0,9.0,5.8,31.03,4
4527,CA-2019-108735,2019-04-17,0,90712.0,FUR-BO-10003441,1,11,"Bush Westfield Collection Bookcases, Fully Assembled",257.0,3,15.0,24.0,85.67,9.34,4
4528,CA-2019-149111,2019-04-17,1,27604.0,TEC-PH-10003092,2,6,Motorola L804,37.0,1,20.0,4.0,37.0,10.81,4
4529,CA-2019-149111,2019-04-17,1,27604.0,FUR-FU-10000206,1,8,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",19.0,8,20.0,6.0,2.38,31.58,4
4530,US-2019-159415,2019-04-17,2,38401.0,FUR-FU-10003798,1,8,"Ultra Door Kickplate, 8""H x 34""W",79.0,5,20.0,14.0,15.8,17.72,4
4531,CA-2019-144785,2019-04-18,2,10009.0,OFF-SU-10004290,0,14,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",7.0,1,0.0,2.0,7.0,28.57,4
4532,CA-2019-144785,2019-04-18,2,10009.0,OFF-AR-10001573,0,4,American Pencil,7.0,3,0.0,2.0,2.33,28.57,4
4533,CA-2019-139381,2019-04-18,0,23320.0,OFF-AP-10001271,0,12,Eureka The Boss Cordless Rechargeable Stick Vac,204.0,4,0.0,55.0,51.0,26.96,4
4534,CA-2019-125087,2019-04-18,2,77070.0,FUR-CH-10002880,1,5,"Global High-Back Leather Tilter, Burgundy",344.0,4,30.0,-93.0,86.0,-27.03,4
4535,CA-2019-125087,2019-04-18,2,77070.0,OFF-ST-10001780,0,2,Tennsco 16-Compartment Lockers with Coat Rack,1555.0,3,20.0,78.0,518.33,5.02,4
4536,CA-2019-139381,2019-04-18,0,23320.0,TEC-PH-10004924,2,6,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",30.0,4,0.0,8.0,7.5,26.67,4
4537,CA-2019-125087,2019-04-18,2,77070.0,FUR-FU-10004748,1,8,"Howard Miller 16"" Diameter Gallery Wall Clock",128.0,5,60.0,-67.0,25.6,-52.34,4
4538,CA-2019-155551,2019-04-18,1,60126.0,OFF-PA-10001560,0,0,"Adams Telephone Message Books, 5 1/4” x 11”",10.0,2,20.0,3.0,5.0,30.0,4
4539,CA-2019-155551,2019-04-18,1,60126.0,OFF-ST-10003656,0,2,Safco Industrial Wire Shelving,230.0,3,20.0,-49.0,76.67,-21.3,4
4540,US-2019-161396,2019-04-19,1,43229.0,OFF-PA-10000418,0,0,Xerox 189,419.0,5,20.0,147.0,83.8,35.08,4
4541,US-2019-115819,2019-04-19,0,90049.0,OFF-AR-10000823,0,4,Newell 307,5.0,3,0.0,2.0,1.67,40.0,4
4542,US-2019-115819,2019-04-19,0,90049.0,TEC-PH-10004700,2,6,PowerGen Dual USB Car Charger,40.0,5,20.0,13.0,8.0,32.5,4
4543,US-2019-115819,2019-04-19,0,90049.0,OFF-BI-10000591,0,3,Avery Binder Labels,9.0,3,20.0,3.0,3.0,33.33,4
4544,CA-2019-109666,2019-04-19,0,10035.0,OFF-AR-10004582,0,4,BIC Brite Liner Grip Highlighters,3.0,2,0.0,1.0,1.5,33.33,4
4545,US-2019-161396,2019-04-19,1,43229.0,FUR-TA-10002622,1,13,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.0,2,40.0,-58.0,102.5,-28.29,4
4546,CA-2019-109666,2019-04-19,0,10035.0,TEC-PH-10004774,2,6,Gear Head AU3700S Headset,26.0,2,0.0,1.0,13.0,3.85,4
4547,CA-2019-109666,2019-04-19,0,10035.0,OFF-SU-10001218,0,14,Fiskars Softgrip Scissors,55.0,5,0.0,15.0,11.0,27.27,4
4548,US-2019-115819,2019-04-19,0,90049.0,OFF-PA-10002377,0,0,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",23.0,4,0.0,10.0,5.75,43.48,4
4549,CA-2019-109666,2019-04-19,0,10035.0,OFF-BI-10000174,0,3,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.0,2,20.0,3.0,4.5,33.33,4
4550,CA-2019-109666,2019-04-19,0,10035.0,OFF-AR-10004022,0,4,Panasonic KP-380BK Classic Electric Pencil Sharpener,72.0,2,0.0,18.0,36.0,25.0,4
4551,US-2019-115819,2019-04-19,0,90049.0,OFF-AR-10004456,0,4,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.0,5,0.0,21.0,14.6,28.77,4
4552,US-2019-115819,2019-04-19,0,90049.0,OFF-BI-10000050,0,3,"Angle-D Binders with Locking Rings, Label Holders",6.0,1,20.0,2.0,6.0,33.33,4
4553,CA-2019-109666,2019-04-19,0,10035.0,OFF-ST-10000991,0,2,Space Solutions HD Industrial Steel Shelving.,460.0,4,0.0,14.0,115.0,3.04,4
4554,CA-2019-109666,2019-04-19,0,10035.0,OFF-SU-10002522,0,14,Acme Kleen Earth Office Shears,8.0,2,0.0,2.0,4.0,25.0,4
4555,CA-2019-146423,2019-04-21,0,6460.0,OFF-AR-10004817,0,4,Colorific Watercolor Pencils,15.0,3,0.0,4.0,5.0,26.67,4
4556,CA-2019-146423,2019-04-21,0,6460.0,OFF-PA-10003797,0,0,Xerox 209,52.0,8,0.0,25.0,6.5,48.08,4
4557,US-2019-103646,2019-04-21,2,60623.0,OFF-ST-10000563,0,2,Fellowes Bankers Box Stor/Drawer Steel Plus,102.0,4,20.0,-13.0,25.5,-12.75,4
4558,US-2019-103646,2019-04-21,2,60623.0,OFF-AP-10004487,0,12,Kensington 4 Outlet MasterPiece Compact Power Control Center,49.0,3,80.0,-127.0,16.33,-259.18,4
4559,CA-2019-151498,2019-04-21,0,98115.0,OFF-BI-10004967,0,3,Round Ring Binders,8.0,5,20.0,3.0,1.6,37.5,4
4560,US-2019-103646,2019-04-21,2,60623.0,OFF-BI-10002854,0,3,"Performers Binder/Pad Holder, Black",45.0,8,80.0,-67.0,5.62,-148.89,4
4561,CA-2019-109869,2019-04-22,1,85023.0,OFF-BI-10000315,0,3,Poly Designer Cover & Back,28.0,5,70.0,-21.0,5.6,-75.0,4
4562,CA-2019-109057,2019-04-22,1,60505.0,OFF-ST-10002406,0,2,Pizazz Global Quick File,24.0,2,20.0,2.0,12.0,8.33,4
4563,CA-2019-113061,2019-04-22,1,65109.0,FUR-FU-10003975,1,8,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,87.0,2,0.0,9.0,43.5,10.34,4
4564,CA-2019-109869,2019-04-22,1,85023.0,OFF-AP-10002578,0,12,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.0,2,20.0,6.0,39.0,7.69,4
4565,CA-2019-109869,2019-04-22,1,85023.0,OFF-SU-10003505,0,14,Premier Electric Letter Opener,185.0,2,20.0,-35.0,92.5,-18.92,4
4566,CA-2019-147578,2019-04-22,0,94122.0,FUR-FU-10001889,1,8,Ultra Door Pull Handle,32.0,3,0.0,10.0,10.67,31.25,4
4567,CA-2019-109869,2019-04-22,1,85023.0,FUR-TA-10001889,1,13,Bush Advantage Collection Racetrack Conference Table,1273.0,6,50.0,-814.0,212.17,-63.94,4
4568,CA-2019-101329,2019-04-22,0,13440.0,OFF-AR-10003190,0,4,Newell 32,3.0,1,0.0,1.0,3.0,33.33,4
4569,CA-2019-109869,2019-04-22,1,85023.0,FUR-FU-10000023,1,8,Eldon Wave Desk Accessories,24.0,5,20.0,7.0,4.8,29.17,4
4570,CA-2019-101329,2019-04-22,0,13440.0,OFF-AR-10000614,0,4,Barrel Sharpener,32.0,9,0.0,8.0,3.56,25.0,4
4571,CA-2019-130001,2019-04-23,2,28205.0,OFF-PA-10002666,0,0,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.0,5,20.0,11.0,7.2,30.56,4
4572,CA-2019-124149,2019-04-23,0,43130.0,OFF-ST-10000760,0,2,Eldon Fold 'N Roll Cart System,56.0,5,20.0,6.0,11.2,10.71,4
4573,CA-2019-124149,2019-04-23,0,43130.0,OFF-PA-10002923,0,0,Xerox 1942,78.0,2,20.0,29.0,39.0,37.18,4
4574,CA-2019-126270,2019-04-23,0,92672.0,OFF-BI-10002764,0,3,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.0,7,20.0,7.0,2.57,38.89,4
4575,CA-2019-124149,2019-04-23,0,43130.0,OFF-PA-10002421,0,0,Embossed Ink Jet Note Cards,108.0,6,20.0,38.0,18.0,35.19,4
4576,CA-2019-126270,2019-04-23,0,92672.0,OFF-EN-10004386,0,10,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",72.0,3,0.0,36.0,24.0,50.0,4
4577,CA-2019-162138,2019-04-23,2,92345.0,TEC-AC-10001908,2,9,Logitech Wireless Headset h800,100.0,1,0.0,35.0,100.0,35.0,4
4578,CA-2019-162138,2019-04-23,2,92345.0,OFF-BI-10004593,0,3,Ibico Laser Imprintable Binding System Covers,252.0,6,20.0,82.0,42.0,32.54,4
4579,CA-2019-138933,2019-04-24,0,92503.0,OFF-BI-10003355,0,3,Cardinal Holdit Business Card Pockets,4.0,1,20.0,1.0,4.0,25.0,4
4580,CA-2019-168081,2019-04-24,1,77070.0,TEC-AC-10003174,2,9,Plantronics S12 Corded Telephone Headset System,259.0,3,20.0,65.0,86.33,25.1,4
4581,CA-2019-149279,2019-04-24,1,80906.0,OFF-PA-10003441,0,0,Xerox 226,16.0,3,20.0,5.0,5.33,31.25,4
4582,CA-2019-149279,2019-04-24,1,80906.0,FUR-CH-10004287,1,5,SAFCO Arco Folding Chair,1326.0,6,20.0,149.0,221.0,11.24,4
4583,CA-2019-149279,2019-04-24,1,80906.0,OFF-BI-10004040,0,3,Wilson Jones Impact Binders,3.0,2,70.0,-2.0,1.5,-66.67,4
4584,US-2019-150147,2019-04-25,0,19134.0,OFF-BI-10001982,0,3,Wilson Jones Custom Binder Spines & Labels,5.0,3,70.0,-3.0,1.67,-60.0,4
4585,US-2019-150147,2019-04-25,0,19134.0,TEC-PH-10004614,2,6,AT&T 841000 Phone,83.0,2,40.0,-21.0,41.5,-25.3,4
4586,US-2019-150147,2019-04-25,0,19134.0,OFF-BI-10001153,0,3,Ibico Recycled Grain-Textured Covers,21.0,2,70.0,-14.0,10.5,-66.67,4
4587,CA-2019-139556,2019-04-26,1,10009.0,FUR-CH-10004983,1,5,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,435.0,3,10.0,63.0,145.0,14.48,4
4588,CA-2019-161816,2019-04-28,2,75217.0,TEC-PH-10003012,2,6,Nortel Meridian M3904 Professional Digital phone,370.0,3,20.0,42.0,123.33,11.35,4
4589,CA-2019-137204,2019-04-28,2,90045.0,FUR-CH-10002304,1,5,"Global Stack Chair without Arms, Black",42.0,2,20.0,3.0,21.0,7.14,4
4590,CA-2019-161816,2019-04-28,2,75217.0,OFF-LA-10004345,0,1,Avery 493,16.0,4,20.0,6.0,4.0,37.5,4
4591,CA-2019-152814,2019-04-28,1,80219.0,OFF-PA-10001970,0,0,Xerox 1881,29.0,3,20.0,10.0,9.67,34.48,4
4592,CA-2019-167605,2019-04-28,0,60174.0,FUR-FU-10001602,1,8,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.0,2,60.0,-32.0,15.0,-106.67,4
4593,US-2019-120460,2019-04-30,1,75081.0,FUR-FU-10004973,1,8,Flat Face Poster Frame,23.0,3,60.0,-10.0,7.67,-43.48,4
4594,CA-2019-144792,2019-04-30,2,85254.0,FUR-FU-10002759,1,8,12-1/2 Diameter Round Wall Clock,112.0,7,20.0,22.0,16.0,19.64,4
4595,CA-2019-154788,2019-04-30,0,10011.0,OFF-BI-10003314,0,3,Tuff Stuff Recycled Round Ring Binders,8.0,2,20.0,3.0,4.0,37.5,4
4596,CA-2019-164784,2019-05-01,0,38109.0,OFF-LA-10001569,0,1,Avery 499,4.0,1,20.0,1.0,4.0,25.0,5
4597,CA-2019-101525,2019-05-01,0,72209.0,OFF-AR-10000716,0,4,DIXON Ticonderoga Erasable Checking Pencils,11.0,2,0.0,4.0,5.5,36.36,5
4598,CA-2019-164784,2019-05-01,0,38109.0,OFF-BI-10002954,0,3,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.0,2,70.0,-2.0,1.5,-66.67,5
4599,CA-2019-164784,2019-05-01,0,38109.0,FUR-TA-10004534,1,13,Bevis 44 x 96 Conference Tables,371.0,3,40.0,-142.0,123.67,-38.27,5
4600,CA-2019-101525,2019-05-01,0,72209.0,OFF-PA-10003936,0,0,Xerox 1994,19.0,3,0.0,9.0,6.33,47.37,5
4601,CA-2019-101525,2019-05-01,0,72209.0,OFF-PA-10001497,0,0,Xerox 1914,110.0,2,0.0,54.0,55.0,49.09,5
4602,CA-2019-148698,2019-05-02,0,77070.0,OFF-AR-10004022,0,4,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.0,3,20.0,5.0,28.67,5.81,5
4603,CA-2019-158155,2019-05-02,2,10009.0,FUR-FU-10002253,1,8,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",215.0,5,0.0,84.0,43.0,39.07,5
4604,CA-2019-104311,2019-05-02,0,75061.0,OFF-ST-10000321,0,2,Akro Stacking Bins,19.0,3,20.0,-4.0,6.33,-21.05,5
4605,CA-2019-109400,2019-05-02,0,79109.0,FUR-CH-10003298,1,5,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",367.0,4,30.0,-110.0,91.75,-29.97,5
4606,CA-2019-158155,2019-05-02,2,10009.0,OFF-PA-10000533,0,0,Southworth Parchment Paper & Envelopes,13.0,2,0.0,6.0,6.5,46.15,5
4607,CA-2019-158155,2019-05-02,2,10009.0,OFF-BI-10001670,0,3,Vinyl Sectional Post Binders,90.0,3,20.0,34.0,30.0,37.78,5
4608,CA-2019-158155,2019-05-02,2,10009.0,FUR-FU-10000732,1,8,Eldon 200 Class Desk Accessories,13.0,2,0.0,4.0,6.5,30.77,5
4609,CA-2019-146836,2019-05-02,0,10024.0,OFF-BI-10000315,0,3,Poly Designer Cover & Back,46.0,3,20.0,16.0,15.33,34.78,5
4610,CA-2019-146836,2019-05-02,0,10024.0,OFF-ST-10001580,0,2,Super Decoflex Portable Personal File,45.0,3,0.0,13.0,15.0,28.89,5
4611,CA-2019-154060,2019-05-02,0,27405.0,FUR-CH-10002304,1,5,"Global Stack Chair without Arms, Black",187.0,9,20.0,12.0,20.78,6.42,5
4612,CA-2019-104311,2019-05-02,0,75061.0,OFF-LA-10000973,0,1,Avery 502,5.0,2,20.0,2.0,2.5,40.0,5
4613,CA-2019-104311,2019-05-02,0,75061.0,OFF-ST-10002957,0,2,Sterilite Show Offs Storage Containers,13.0,3,20.0,-3.0,4.33,-23.08,5
4614,CA-2019-163398,2019-05-03,0,60653.0,OFF-AP-10002403,0,12,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.0,3,80.0,-71.0,8.67,-273.08,5
4615,CA-2019-129280,2019-05-03,0,43055.0,TEC-AC-10003832,2,9,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,133.0,5,20.0,35.0,26.6,26.32,5
4616,CA-2019-163398,2019-05-03,0,60653.0,OFF-AR-10003217,0,4,Newell 316,27.0,7,20.0,3.0,3.86,11.11,5
4617,CA-2019-163398,2019-05-03,0,60653.0,OFF-BI-10000014,0,3,Heavy-Duty E-Z-D Binders,2.0,1,80.0,-4.0,2.0,-200.0,5
4618,CA-2019-129280,2019-05-03,0,43055.0,OFF-LA-10000081,0,1,Avery 496,6.0,2,20.0,2.0,3.0,33.33,5
4619,CA-2019-129280,2019-05-03,0,43055.0,OFF-ST-10002554,0,2,Tennsco Industrial Shelving,196.0,5,20.0,-44.0,39.2,-22.45,5
4620,CA-2019-129280,2019-05-03,0,43055.0,TEC-MA-10003589,2,15,Cisco 8961 IP Phone Charcoal,225.0,3,70.0,-165.0,75.0,-73.33,5
4621,CA-2019-129280,2019-05-03,0,43055.0,TEC-AC-10002637,2,9,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),432.0,3,20.0,-76.0,144.0,-17.59,5
4622,CA-2019-129280,2019-05-03,0,43055.0,FUR-FU-10001876,1,8,"Computer Room Manger, 14""",52.0,2,20.0,10.0,26.0,19.23,5
4623,CA-2019-160500,2019-05-05,0,92024.0,OFF-BI-10003784,0,3,Computer Printout Index Tabs,7.0,5,20.0,2.0,1.4,28.57,5
4624,CA-2019-160500,2019-05-05,0,92024.0,FUR-TA-10003748,1,13,Bevis 36 x 72 Conference Tables,299.0,3,20.0,7.0,99.67,2.34,5
4625,CA-2019-105662,2019-05-05,1,32303.0,TEC-PH-10001198,2,6,Avaya 4621SW VoIP phone,177.0,3,20.0,20.0,59.0,11.3,5
4626,CA-2019-105662,2019-05-05,1,32303.0,OFF-PA-10001001,0,0,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.0,4,20.0,31.0,23.25,33.33,5
4627,US-2019-147991,2019-05-05,0,37421.0,FUR-FU-10004270,1,8,"Eldon Image Series Desk Accessories, Burgundy",17.0,5,20.0,3.0,3.4,17.65,5
